"ID_Zero","Brar","Blvl","Batk","Bdef","Bmag","Bres","Bmnd","Bacc","Beva","Mrar","Mlvl","Matk","Mdef","Mmag","Mres","Mmnd","Macc","Meva","ID","Name","Realm","Rarity","Base Rarity","Category","Level","Atk","Def","Mag","Res","Mnd","Acc","Eva","Effect","Character","Soul Break","Legend Materia","Synergy","Corrected Type","Corrected Category","Corrected Realm","Base Level","Rarity+","Level+","Atk+","Def+","Mag+","Res+","Mnd+","Acc+","Eva+","Rarity++","Level++","Atk++","Def++","Mag++","Res++","Mnd++","Acc++","Eva++","Rarity+++","Level+++","Atk+++","Def+++","Mag+++","Res+++","Mnd+++","Acc+++","Eva+++"
"21201056","S","50","164","0","0","0","0","95","0","S","50","268","0","0","0","0","95","0","21201056","Yoshimitsu","XIV","100","100","Dagger","50","268.0","0.0","0.0","0.0","0.0","95.0","0.0","RS: Fire, Ice, Lightning, Earth, Wind, Water, Holy, Dark, Poison and NE damage +20%","","","","No","1 ","1 ","14","50","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"21201134","S","50","164","0","0","0","0","95","0","S","50","268","0","0","0","0","95","0","21201134","Avengers","XV","100","100","Dagger","50","268.0","0.0","0.0","0.0","0.0","95.0","0.0","RS: Fire, Ice, Lightning, Earth, Wind, Water, Holy, Dark, Poison and NE damage +20%","","","","No","1 ","1 ","15","50","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"21201113","S","50","164","0","0","0","0","95","0","S","50","268","0","0","0","0","95","0","21201113","Orichalcum Dirk","FFT","100","100","Dagger","50","268.0","0.0","0.0","0.0","0.0","95.0","0.0","RS: Fire, Ice, Lightning, Earth, Wind, Water, Holy, Dark, Poison and NE damage +20%","","","","No","1 ","1 ","50","50","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"21201128","S","50","83","0","86","0","164","95","0","S","50","135","0","148","0","268","95","0","21201128","Ogrenyxes","Type-0","100","100","Dagger","50","135.0","0.0","148.0","0.0","268.0","95.0","0.0","RS: Fire, Ice, Lightning, Earth, Wind, Water, Holy, Dark, Poison and NE damage +20%","","","","No","1 ","1 ","60","50","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"21201045","S","50","221","0","0","0","0","95","0","S","50","300","0","0","0","0","95","0","21201045","Air Knife","-","100","100","Dagger","50","300.0","0.0","0.0","0.0","0.0","95.0","0.0","Wind damage +20%","","","","No","1 ","1 ","99","50","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"21201023","S","50","93","0","221","0","62","95","0","S","50","151","0","300","0","97","95","0","21201023","Assassin's Dagger","-","100","100","Dagger","50","151.0","0.0","300.0","0.0","97.0","95.0","0.0","Dark damage +20%","","","","No","1 ","1 ","99","50","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"21201062","S","50","93","0","221","0","62","95","0","S","50","151","0","300","0","97","95","0","21201062","Basilisk Claw","-","100","100","Dagger","50","151.0","0.0","300.0","0.0","97.0","95.0","0.0","Poison damage +20%","","","","No","1 ","1 ","99","50","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"21201033","S","50","221","0","0","0","0","95","0","S","50","300","0","0","0","0","95","0","21201033","Behemoth Knife","-","100","100","Dagger","50","300.0","0.0","0.0","0.0","0.0","95.0","0.0","Earth damage +20%","","","","No","1 ","1 ","99","50","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"21201090","S","50","93","0","221","0","62","95","0","S","50","151","0","300","0","97","95","0","21201090","Dagger of Resolve","-","100","100","Dagger","50","151.0","0.0","300.0","0.0","97.0","95.0","0.0","Lightning damage +20%","","","","No","1 ","1 ","99","50","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"21201069","S","50","93","0","221","0","62","95","0","S","50","151","0","300","0","97","95","0","21201069","Fire Fang","-","100","100","Dagger","50","151.0","0.0","300.0","0.0","97.0","95.0","0.0","Fire damage +20%","","","","No","1 ","1 ","99","50","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"21201126","S","50","93","0","221","0","62","95","0","S","50","151","0","300","0","97","95","0","21201126","Dancing Daggers","-","100","100","Dagger","50","151.0","0.0","300.0","0.0","97.0","95.0","0.0","Holy damage +20%","","","","No","1 ","1 ","99","50","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"21201145","S","50","93","0","96","0","221","95","0","S","50","151","0","166","0","300","95","0","21201145","Parrying Daggers","-","100","100","Dagger","50","151.0","0.0","166.0","0.0","300.0","95.0","0.0","Holy damage +20%","","","","No","1 ","1 ","99","50","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"21201077","S","50","221","0","0","0","0","95","0","S","50","300","0","0","0","0","95","0","21201077","Gladius","-","100","100","Dagger","50","300.0","0.0","0.0","0.0","0.0","95.0","0.0","Holy damage +20%","","","","No","1 ","1 ","99","50","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"21201047","S","50","221","0","0","0","0","95","0","S","50","300","0","0","0","0","95","0","21201047","Ichigeki","-","100","100","Dagger","50","300.0","0.0","0.0","0.0","0.0","95.0","0.0","Dark damage +20%","","","","No","1 ","1 ","99","50","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"21201078","S","50","221","0","0","0","0","95","0","S","50","300","0","0","0","0","95","0","21201078","Dancing Dagger","-","100","100","Dagger","50","300.0","0.0","0.0","0.0","0.0","95.0","0.0","Fire damage +20%","","","","No","1 ","1 ","99","50","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"21201008","S","50","93","0","221","0","62","95","0","S","50","151","0","300","0","97","95","0","21201008","Mythril Dagger","-","100","100","Dagger","50","151.0","0.0","300.0","0.0","97.0","95.0","0.0","Ice damage +20%","","","","No","1 ","1 ","99","50","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"21201053","S","50","221","0","0","0","0","95","0","S","50","300","0","0","0","0","95","0","21201053","Oborozuki","-","100","100","Dagger","50","300.0","0.0","0.0","0.0","0.0","95.0","0.0","Ice damage +20%","","","","No","1 ","1 ","99","50","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"21201115","S","50","221","0","0","0","0","95","0","S","50","300","0","0","0","0","95","0","21201115","Orichalcum","-","100","100","Dagger","50","300.0","0.0","0.0","0.0","0.0","95.0","0.0","Lightning damage +20%","","","","No","1 ","1 ","99","50","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"21201068","S","50","221","0","0","0","0","95","0","S","50","300","0","0","0","0","95","0","21201068","Poison Fang","-","100","100","Dagger","50","300.0","0.0","0.0","0.0","0.0","95.0","0.0","Poison damage +20%","","","","No","1 ","1 ","99","50","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"21201044","S","50","93","0","221","0","62","95","0","S","50","151","0","300","0","97","95","0","21201044","Shark","-","100","100","Dagger","50","151.0","0.0","300.0","0.0","97.0","95.0","0.0","Water damage +20%","","","","No","1 ","1 ","99","50","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"21201100","S","50","93","0","221","0","62","95","0","S","50","151","0","300","0","97","95","0","21201100","Shear Feather","-","100","100","Dagger","50","151.0","0.0","300.0","0.0","97.0","95.0","0.0","Wind damage +20%","","","","No","1 ","1 ","99","50","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"21201112","S","50","93","0","221","0","62","95","0","S","50","151","0","300","0","97","95","0","21201112","Swordbreaker","-","100","100","Dagger","50","151.0","0.0","300.0","0.0","97.0","95.0","0.0","Earth damage +20%","","","","No","1 ","1 ","99","50","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"21201151","S","50","221","0","0","0","0","95","0","S","50","300","0","0","0","0","95","0","21201151","Triton's Dagger","-","100","100","Dagger","50","300.0","0.0","0.0","0.0","0.0","95.0","0.0","Water damage +20%","","","","No","1 ","1 ","99","50","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"21001177","7","30","139","0","0","0","0","95","0","9","40","219","0","0","0","0","95","0","21001177","Danjuro","VI","7","7","Dagger","30","199.0","0.0","0.0","0.0","0.0","95.0","0.0","Fire damage +20%","Locke","Phoenix Heat","","No","1 ","1 ","6","30","8","35.0","209.0","0.0","0.0","0.0","0.0","95.0","0.0","9.0","40.0","219.0","0.0","0.0","0.0","0.0","95.0","0.0","","","","","","","","",""
"21001154","6","25","124","0","115","0","0","95","0","8","35","188","0","178","0","0","95","0","21001154","Main Gauche","Core","6","6","Dagger","25","170.0","0.0","160.0","0.0","0.0","95.0","0.0","Wind damage +20%","Wedge","Trickster","","No","1 ","1 ","0","25","7","30.0","179.0","0.0","169.0","0.0","0.0","95.0","0.0","8.0","35.0","188.0","0.0","178.0","0.0","0.0","95.0","0.0","","","","","","","","",""
"21001103","6","25","124","0","0","0","0","95","0","8","35","188","0","0","0","0","95","0","21001103","Sargatanas","I","6","6","Dagger","25","170.0","0.0","0.0","0.0","0.0","95.0","0.0","Earth damage +20%","Wol","Sudden Smite","","No","1 ","1 ","1","25","7","30.0","179.0","0.0","0.0","0.0","0.0","95.0","0.0","8.0","35.0","188.0","0.0","0.0","0.0","0.0","95.0","0.0","","","","","","","","",""
"21001148","6","25","124","0","0","0","0","95","0","8","35","188","0","0","0","0","95","0","21001148","Zwill Crossblade","II","6","6","Dagger","25","170.0","0.0","0.0","0.0","0.0","95.0","0.0","Poison damage +20%","Leila","Pirate Scourge","","No","1 ","1 ","2","25","7","30.0","179.0","0.0","0.0","0.0","0.0","95.0","0.0","8.0","35.0","188.0","0.0","0.0","0.0","0.0","95.0","0.0","","","","","","","","",""
"21001160","6","25","124","0","0","0","0","95","0","8","35","188","0","0","0","0","95","0","21001160","Pirate's Knife","II","6","6","Dagger","25","170.0","0.0","0.0","0.0","0.0","95.0","0.0","Water damage +20%","Leila","Pirate Cutlass","","No","1 ","1 ","2","25","7","30.0","179.0","0.0","0.0","0.0","0.0","95.0","0.0","8.0","35.0","188.0","0.0","0.0","0.0","0.0","95.0","0.0","","","","","","","","",""
"21001111","6","25","91","0","123","0","58","95","0","8","35","134","0","186","0","90","95","0","21001111","Gladius","III","6","6","Dagger","25","122.0","0.0","168.0","0.0","81.0","95.0","0.0","RS: Lightning damage +20%","Desch","Roar of Duty","","No","1 ","1 ","3","25","7","30.0","128.0","0.0","177.0","0.0","86.0","95.0","0.0","8.0","35.0","134.0","0.0","186.0","0.0","90.0","95.0","0.0","","","","","","","","",""
"21001138","6","25","125","0","0","0","0","95","0","8","35","189","0","0","0","0","95","0","21001138","Orichalcum","III","6","6","Dagger","25","171.0","0.0","0.0","0.0","0.0","95.0","0.0","","Luneth","Overflowing Potential","","No","1 ","1 ","3","25","7","30.0","180.0","0.0","0.0","0.0","0.0","95.0","0.0","8.0","35.0","189.0","0.0","0.0","0.0","0.0","95.0","0.0","","","","","","","","",""
"21001130","6","25","50","0","128","0","58","95","0","8","35","87","0","191","0","90","95","0","21001130","Barbariccia's Dagger","IV","6","6","Dagger","25","77.0","0.0","173.0","0.0","81.0","95.0","0.0","Wind damage +20%","Barbariccia","Whirlwind","","No","1 ","1 ","4","25","7","30.0","82.0","0.0","182.0","0.0","86.0","95.0","0.0","8.0","35.0","87.0","0.0","191.0","0.0","90.0","95.0","0.0","","","","","","","","",""
"21001174","6","25","50","0","129","0","58","95","0","8","35","87","0","192","0","90","95","0","21001174","Air Knife","IV","6","6","Dagger","25","77.0","0.0","174.0","0.0","81.0","95.0","0.0","","Barbariccia","Tornado Eye","","No","1 ","1 ","4","25","7","30.0","82.0","0.0","183.0","0.0","86.0","95.0","0.0","8.0","35.0","87.0","0.0","192.0","0.0","90.0","95.0","0.0","","","","","","","","",""
"21001131","6","25","124","0","0","0","58","95","0","8","35","188","0","0","0","90","95","0","21001131","Valiant Knife","IV","6","6","Dagger","25","170.0","0.0","0.0","0.0","81.0","95.0","0.0","Holy damage +20%","Ceodore","Gleam Thruster","","No","1 ","1 ","4","25","7","30.0","179.0","0.0","0.0","0.0","86.0","95.0","0.0","8.0","35.0","188.0","0.0","0.0","0.0","90.0","95.0","0.0","","","","","","","","",""
"21001039","6","25","119","0","0","0","0","95","0","8","35","183","0","0","0","0","95","0","21001039","Chicken Knife","V","6","6","Dagger","25","165.0","0.0","0.0","0.0","0.0","95.0","0.0","","Bartz","Chosen Traveler","","No","1 ","1 ","5","25","7","30.0","174.0","0.0","0.0","0.0","0.0","95.0","0.0","8.0","35.0","183.0","0.0","0.0","0.0","0.0","95.0","0.0","","","","","","","","",""
"21001123","6","25","125","0","0","0","0","95","0","8","35","189","0","0","0","0","95","0","21001123","Zwill Crossblade","V","6","6","Dagger","25","171.0","0.0","0.0","0.0","0.0","95.0","0.0","","Bartz","Crystals' Chosen","","No","1 ","1 ","5","25","7","30.0","180.0","0.0","0.0","0.0","0.0","95.0","0.0","8.0","35.0","189.0","0.0","0.0","0.0","0.0","95.0","0.0","","","","","","","","",""
"21001136","6","25","124","0","0","0","0","95","0","8","35","188","0","0","0","0","95","0","21001136","Man-Eater","V","6","6","Dagger","25","170.0","0.0","0.0","0.0","0.0","95.0","0.0","Wind damage +20%","Bartz","Crystalline Focus","","No","1 ","1 ","5","25","7","30.0","179.0","0.0","0.0","0.0","0.0","95.0","0.0","8.0","35.0","188.0","0.0","0.0","0.0","0.0","95.0","0.0","","","","","","","","",""
"21001077","6","25","112","0","0","0","0","95","0","8","35","176","0","0","0","0","95","0","21001077","Gladius","VI","6","6","Dagger","25","158.0","0.0","0.0","0.0","0.0","95.0","0.0","Holy damage +20%","Locke","Miracle of Kohlingen","","No","1 ","1 ","6","25","7","30.0","167.0","0.0","0.0","0.0","0.0","95.0","0.0","8.0","35.0","176.0","0.0","0.0","0.0","0.0","95.0","0.0","","","","","","","","",""
"21001082","6","25","119","0","0","0","0","95","0","8","35","183","0","0","0","0","95","0","21001082","Zwill Crossblade","VI","6","6","Dagger","25","165.0","0.0","0.0","0.0","0.0","95.0","0.0","Chance to cause Sleep","Locke","Atomic Dive","","No","1 ","1 ","6","25","7","30.0","174.0","0.0","0.0","0.0","0.0","95.0","0.0","8.0","35.0","183.0","0.0","0.0","0.0","0.0","95.0","0.0","","","","","","","","",""
"21001119","6","25","122","0","0","0","0","95","0","8","35","186","0","0","0","0","95","0","21001119","Platinum Dagger","VI","6","6","Dagger","25","168.0","0.0","0.0","0.0","0.0","95.0","0.0","RS: Fire damage +20%","Locke","Burning Steel","","No","1 ","1 ","6","25","7","30.0","177.0","0.0","0.0","0.0","0.0","95.0","0.0","8.0","35.0","186.0","0.0","0.0","0.0","0.0","95.0","0.0","","","","","","","","",""
"21001107","6","25","124","0","0","0","0","95","0","8","35","188","0","0","0","0","95","0","21001107","Orichalcum","VI","6","6","Dagger","25","170.0","0.0","0.0","0.0","0.0","95.0","0.0","Fire damage +20%","Locke","Blade of the Phoenix","","No","1 ","1 ","6","25","7","30.0","179.0","0.0","0.0","0.0","0.0","95.0","0.0","8.0","35.0","188.0","0.0","0.0","0.0","0.0","95.0","0.0","","","","","","","","",""
"21001167","6","25","125","0","0","0","0","95","0","8","35","189","0","0","0","0","95","0","21001167","Adventurer's Knife","VI","6","6","Dagger","25","171.0","0.0","0.0","0.0","0.0","95.0","0.0","","Locke","Heat Slicer","","No","1 ","1 ","6","25","7","30.0","180.0","0.0","0.0","0.0","0.0","95.0","0.0","8.0","35.0","189.0","0.0","0.0","0.0","0.0","95.0","0.0","","","","","","","","",""
"21001109","6","25","125","0","0","0","0","95","0","8","35","189","0","0","0","0","95","0","21001109","Triton's Dagger","VI","6","6","Dagger","25","171.0","0.0","0.0","0.0","0.0","95.0","0.0","","Locke","Burning Spirit","","No","1 ","1 ","6","25","7","30.0","180.0","0.0","0.0","0.0","0.0","95.0","0.0","8.0","35.0","189.0","0.0","0.0","0.0","0.0","95.0","0.0","","","","","","","","",""
"21001101","6","25","118","0","63","0","0","95","0","8","35","182","0","106","0","0","95","0","21001101","Darksteel Baselard","XI","6","6","Dagger","25","164.0","0.0","94.0","0.0","0.0","95.0","0.0","","Lion","Pirate Pummel","","No","1 ","1 ","11","25","7","30.0","173.0","0.0","100.0","0.0","0.0","95.0","0.0","8.0","35.0","182.0","0.0","106.0","0.0","0.0","95.0","0.0","","","","","","","","",""
"21001122","6","25","125","0","0","0","58","95","0","8","35","189","0","0","0","90","95","0","21001122","Darksteel Kukri","XI","6","6","Dagger","25","171.0","0.0","0.0","0.0","81.0","95.0","0.0","","Lilisette","Sensual Dance","","No","1 ","1 ","11","25","7","30.0","180.0","0.0","0.0","0.0","86.0","95.0","0.0","8.0","35.0","189.0","0.0","0.0","0.0","90.0","95.0","0.0","","","","","","","","",""
"21001120","6","25","124","0","0","0","0","95","0","8","35","188","0","0","0","0","95","0","21001120","Norghish Dagger","XI","6","6","Dagger","25","170.0","0.0","0.0","0.0","0.0","95.0","0.0","Water damage +20%","Lion","Evisceration","","No","1 ","1 ","11","25","7","30.0","179.0","0.0","0.0","0.0","0.0","95.0","0.0","8.0","35.0","188.0","0.0","0.0","0.0","0.0","95.0","0.0","","","","","","","","",""
"21001121","6","25","124","0","0","0","0","95","0","8","35","188","0","0","0","0","95","0","21001121","Chicken Knife","XI","6","6","Dagger","25","170.0","0.0","0.0","0.0","0.0","95.0","0.0","Water damage +20%","Lion","Grapeshot","","No","1 ","1 ","11","25","7","30.0","179.0","0.0","0.0","0.0","0.0","95.0","0.0","8.0","35.0","188.0","0.0","0.0","0.0","0.0","95.0","0.0","","","","","","","","",""
"21001097","6","25","125","0","0","0","0","95","0","8","35","189","0","0","0","0","95","0","21001097","Beetle Knife","XI","6","6","Dagger","25","171.0","0.0","0.0","0.0","0.0","95.0","0.0","","Lion","Shark Bite","","No","1 ","1 ","11","25","7","30.0","180.0","0.0","0.0","0.0","0.0","95.0","0.0","8.0","35.0","189.0","0.0","0.0","0.0","0.0","95.0","0.0","","","","","","","","",""
"21001088","6","25","110","0","0","0","0","95","0","8","35","174","0","0","0","0","95","0","21001088","Shikari Nagasa","XII","6","6","Dagger","25","156.0","0.0","0.0","0.0","0.0","95.0","0.0","","Vaan","Blood-Red Spiral","","No","1 ","1 ","12","25","7","30.0","165.0","0.0","0.0","0.0","0.0","95.0","0.0","8.0","35.0","174.0","0.0","0.0","0.0","0.0","95.0","0.0","","","","","","","","",""
"21001151","6","25","124","0","0","0","0","95","0","8","35","188","0","0","0","0","95","0","21001151","Triton's Dagger","XII","6","6","Dagger","25","170.0","0.0","0.0","0.0","0.0","95.0","0.0","Wind damage +20%","Vaan","Whitest Whorl","","No","1 ","1 ","12","25","7","30.0","179.0","0.0","0.0","0.0","0.0","95.0","0.0","8.0","35.0","188.0","0.0","0.0","0.0","0.0","95.0","0.0","","","","","","","","",""
"21001158","6","25","124","0","0","0","0","95","0","8","35","188","0","0","0","0","95","0","21001158","Pirate's Knife","XII","6","6","Dagger","25","170.0","0.0","0.0","0.0","0.0","95.0","0.0","Wind damage +20%","Vaan","Dreadnought","","No","1 ","1 ","12","25","7","30.0","179.0","0.0","0.0","0.0","0.0","95.0","0.0","8.0","35.0","188.0","0.0","0.0","0.0","0.0","95.0","0.0","","","","","","","","",""
"21001143","6","25","124","0","0","0","0","95","0","8","35","188","0","0","0","0","95","0","21001143","Yukimitsu","XIV","6","6","Dagger","25","170.0","0.0","0.0","0.0","0.0","95.0","0.0","Earth damage +20%","Thancred","Wheel of Life","","No","1 ","1 ","14","25","7","30.0","179.0","0.0","0.0","0.0","0.0","95.0","0.0","8.0","35.0","188.0","0.0","0.0","0.0","0.0","95.0","0.0","","","","","","","","",""
"21001134","6","25","125","0","0","0","0","95","0","8","35","189","0","0","0","0","95","0","21001134","Avengers","XV","6","6","Dagger","25","171.0","0.0","0.0","0.0","0.0","95.0","0.0","","Ignis","Sagefire","","No","1 ","1 ","15","25","7","30.0","180.0","0.0","0.0","0.0","0.0","95.0","0.0","8.0","35.0","189.0","0.0","0.0","0.0","0.0","95.0","0.0","","","","","","","","",""
"21001139","6","25","124","0","0","0","0","95","0","8","35","188","0","0","0","0","95","0","21001139","Swords of the Wanderer","XV","6","6","Dagger","25","170.0","0.0","0.0","0.0","0.0","95.0","0.0","Lightning damage +20%","Noctis","Regal Flair","","No","1 ","1 ","15","25","7","30.0","179.0","0.0","0.0","0.0","0.0","95.0","0.0","8.0","35.0","188.0","0.0","0.0","0.0","0.0","95.0","0.0","","","","","","","","",""
"21001113","6","25","119","0","0","0","0","95","0","8","35","183","0","0","0","0","95","0","21001113","Orichalcum Dirk","FFT","6","6","Dagger","25","165.0","0.0","0.0","0.0","0.0","95.0","0.0","","Delita","King Apparent","","No","1 ","1 ","50","25","7","30.0","174.0","0.0","0.0","0.0","0.0","95.0","0.0","8.0","35.0","183.0","0.0","0.0","0.0","0.0","95.0","0.0","","","","","","","","",""
"21001105","6","25","91","0","86","0","130","95","0","8","35","134","0","148","0","192","95","0","21001105","Argentic Daggers","Type-0","6","6","Dagger","25","122.0","0.0","130.0","0.0","174.0","95.0","0.0","","Rem","Manalchemy","","No","1 ","1 ","60","25","7","30.0","128.0","0.0","139.0","0.0","183.0","95.0","0.0","8.0","35.0","134.0","0.0","148.0","0.0","192.0","95.0","0.0","","","","","","","","",""
"21001128","6","25","91","0","86","0","132","95","0","8","35","134","0","148","0","194","95","0","21001128","Ogrenyxes","Type-0","6","6","Dagger","25","122.0","0.0","130.0","0.0","176.0","95.0","0.0","Holy damage +20%","Rem","Cleansing Flame","","No","1 ","1 ","60","25","7","30.0","128.0","0.0","139.0","0.0","185.0","95.0","0.0","8.0","35.0","134.0","0.0","148.0","0.0","194.0","95.0","0.0","","","","","","","","",""
"21001140","6","25","91","0","86","0","132","95","0","8","35","134","0","148","0","194","95","0","21001140","Butterfly Edges","Type-0","6","6","Dagger","25","122.0","0.0","130.0","0.0","176.0","95.0","0.0","","Rem","Live Another Day","","No","1 ","1 ","60","25","7","30.0","128.0","0.0","139.0","0.0","185.0","95.0","0.0","8.0","35.0","134.0","0.0","148.0","0.0","194.0","95.0","0.0","","","","","","","","",""
"21001150","6","25","91","0","86","0","132","95","0","8","35","134","0","148","0","194","95","0","21001150","Survival Edges","Type-0","6","6","Dagger","25","122.0","0.0","130.0","0.0","176.0","95.0","0.0","Holy damage +20%","Rem","Seraphim Strike","","No","1 ","1 ","60","25","7","30.0","128.0","0.0","139.0","0.0","185.0","95.0","0.0","8.0","35.0","134.0","0.0","148.0","0.0","194.0","95.0","0.0","","","","","","","","",""
"21001145","6","25","91","0","86","0","132","95","0","8","35","134","0","148","0","194","95","0","21001145","Parrying Daggers","Type-0","6","6","Dagger","25","122.0","0.0","130.0","0.0","176.0","95.0","0.0","Holy damage +20%","Rem","Saintly Dagger Toss","","No","1 ","1 ","60","25","7","30.0","128.0","0.0","139.0","0.0","185.0","95.0","0.0","8.0","35.0","134.0","0.0","148.0","0.0","194.0","95.0","0.0","","","","","","","","",""
"21001155","5","20","102","0","95","0","0","95","0","7","30","154","0","146","0","0","95","0","21001155","Ripper","Core","5","5","Dagger","20","137.0","0.0","129.0","0.0","0.0","95.0","0.0","","Wedge","Fairy Stars","","No","1 ","1 ","0","20","6","25.0","146.0","0.0","138.0","0.0","0.0","95.0","0.0","7.0","30.0","154.0","0.0","146.0","0.0","0.0","95.0","0.0","8.0","35.0","163.0","0.0","155.0","0.0","0.0","95.0","0.0"
