"ID","Realm","Rarity","BaseRarity","Type","Category","Level","Atk","Def","Mag","Res","Mnd","Acc","Eva","Effect","Character","SoulBreak","LegendMateria","Synergy","CorrectedType","CorrectedCategory","CorrectedRealm","ID","Realm","Rarity","BaseRarity","Type","Category","Level","Atk","Def","Mag","Res","Mnd","Acc","Eva","Effect","Character","SoulBreak","LegendMateria","Synergy","CorrectedType","CorrectedCategory","CorrectedRealm"
"210010040","IV","1","1","Weapon ","Dagger","3","5","0","0","0","0","83","0","","","","","No","1 ","1 ","4","210010040","IV","1","1","Weapon ","Dagger","18","5","0","0","0","0","83","0","","","","","Yes","1 ","1 ","4"
"210010041","IV","2","1","Weapon ","Dagger","5","13.0","0.0","0.0","0.0","0.0","83.0","0.0","","","","","No","1 ","1 ","4","210010041","IV","2","1","Weapon ","Dagger","25","48.0","0.0","0.0","0.0","0.0","83.0","0.0","","","","","Yes","1 ","1 ","4"
"210010042","IV","3","1","Weapon ","Dagger","10","21.0","0.0","0.0","0.0","0.0","83.0","0.0","","","","","No","1 ","1 ","4","210010042","IV","3","1","Weapon ","Dagger","40","75.0","0.0","0.0","0.0","0.0","83.0","0.0","","","","","Yes","1 ","1 ","4"
"210010043","IV","4","1","Weapon ","Dagger","15","30.0","0.0","0.0","0.0","0.0","83.0","0.0","","","","","No","1 ","1 ","4","210010043","IV","4","1","Weapon ","Dagger","55","101.0","0.0","0.0","0.0","0.0","83.0","0.0","","","","","Yes","1 ","1 ","4"
"210010050","V","2","2","Weapon ","Dagger","5","17.0","0.0","0.0","0.0","0.0","86.0","2.0","","","","","No","1 ","1 ","5","210010050","V","2","2","Weapon ","Dagger","25","46.0","0.0","0.0","0.0","0.0","86.0","2.0","","","","","Yes","1 ","1 ","5"
"210010051","V","3","2","Weapon ","Dagger","10","24.0","0.0","0.0","0.0","0.0","86.0","2.0","","","","","No","1 ","1 ","5","210010051","V","3","2","Weapon ","Dagger","40","67.0","0.0","0.0","0.0","0.0","86.0","2.0","","","","","Yes","1 ","1 ","5"
"210010052","V","4","2","Weapon ","Dagger","15","31.0","0.0","0.0","0.0","0.0","86.0","2.0","","","","","No","1 ","1 ","5","210010052","V","4","2","Weapon ","Dagger","55","89.0","0.0","0.0","0.0","0.0","86.0","2.0","","","","","Yes","1 ","1 ","5"
"210010053","V","5","2","Weapon ","Dagger","20","39.0","0.0","0.0","0.0","0.0","86.0","2.0","","","","","No","1 ","1 ","5","210010053","V","5","2","Weapon ","Dagger","70","110.0","0.0","0.0","0.0","0.0","86.0","2.0","","","","","Yes","1 ","1 ","5"
"210010060","XII","2","2","Weapon ","Dagger","5","17.0","0.0","0.0","0.0","0.0","86.0","0.0","","","","","No","1 ","1 ","12","210010060","XII","2","2","Weapon ","Dagger","25","47.0","0.0","0.0","0.0","0.0","86.0","0.0","","","","","Yes","1 ","1 ","12"
"210010061","XII","3","2","Weapon ","Dagger","10","25.0","0.0","0.0","0.0","0.0","86.0","0.0","","","","","No","1 ","1 ","12","210010061","XII","3","2","Weapon ","Dagger","40","70.0","0.0","0.0","0.0","0.0","86.0","0.0","","","","","Yes","1 ","1 ","12"
"210010062","XII","4","2","Weapon ","Dagger","15","32.0","0.0","0.0","0.0","0.0","86.0","0.0","","","","","No","1 ","1 ","12","210010062","XII","4","2","Weapon ","Dagger","55","92.0","0.0","0.0","0.0","0.0","86.0","0.0","","","","","Yes","1 ","1 ","12"
"210010063","XII","5","2","Weapon ","Dagger","20","40.0","0.0","0.0","0.0","0.0","86.0","0.0","","","","","No","1 ","1 ","12","210010063","XII","5","2","Weapon ","Dagger","70","115.0","0.0","0.0","0.0","0.0","86.0","0.0","","","","","Yes","1 ","1 ","12"
"210010070","II","4","4","Weapon ","Dagger","15","57.0","0.0","0.0","0.0","0.0","92.0","0.0","","","","","No","1 ","1 ","2","210010070","II","4","4","Weapon ","Dagger","55","114.0","0.0","0.0","0.0","0.0","92.0","0.0","","","","","Yes","1 ","1 ","2"
"210010071","II","5","4","Weapon ","Dagger","20","64.0","0.0","0.0","0.0","0.0","92.0","0.0","","","","","No","1 ","1 ","2","210010071","II","5","4","Weapon ","Dagger","70","135.0","0.0","0.0","0.0","0.0","92.0","0.0","","","","","Yes","1 ","1 ","2"
"210010072","II","6","4","Weapon ","Dagger","25","71.0","0.0","0.0","0.0","0.0","92.0","0.0","","","","","No","1 ","1 ","2","210010072","II","6","4","Weapon ","Dagger","85","156.0","0.0","0.0","0.0","0.0","92.0","0.0","","","","","Yes","1 ","1 ","2"
"210010073","II","7","4","Weapon ","Dagger","30","79.0","0.0","0.0","0.0","0.0","92.0","0.0","","","","","No","1 ","1 ","2","210010073","II","7","4","Weapon ","Dagger","100","178.0","0.0","0.0","0.0","0.0","92.0","0.0","","","","","Yes","1 ","1 ","2"
"210010080","IX","2","2","Weapon ","Dagger","5","18.0","0.0","0.0","0.0","0.0","86.0","0.0","","","","","No","1 ","1 ","9","210010080","IX","2","2","Weapon ","Dagger","25","49.0","0.0","0.0","0.0","0.0","86.0","0.0","","","","","Yes","1 ","1 ","9"
"210010081","IX","3","2","Weapon ","Dagger","10","26.0","0.0","0.0","0.0","0.0","86.0","0.0","","","","","No","1 ","1 ","9","210010081","IX","3","2","Weapon ","Dagger","40","73.0","0.0","0.0","0.0","0.0","86.0","0.0","","","","","Yes","1 ","1 ","9"
"210010082","IX","4","2","Weapon ","Dagger","15","33.0","0.0","0.0","0.0","0.0","86.0","0.0","","","","","No","1 ","1 ","9","210010082","IX","4","2","Weapon ","Dagger","55","96.0","0.0","0.0","0.0","0.0","86.0","0.0","","","","","Yes","1 ","1 ","9"
"210010083","IX","5","2","Weapon ","Dagger","20","41.0","0.0","0.0","0.0","0.0","86.0","0.0","","","","","No","1 ","1 ","9","210010083","IX","5","2","Weapon ","Dagger","70","120.0","0.0","0.0","0.0","0.0","86.0","0.0","","","","","Yes","1 ","1 ","9"
"210010090","V","3","3","Weapon ","Dagger","10","32.0","0.0","0.0","0.0","0.0","89.0","0.0","","","","","No","1 ","1 ","5","210010090","V","3","3","Weapon ","Dagger","40","75.0","0.0","0.0","0.0","0.0","89.0","0.0","","","","","Yes","1 ","1 ","5"
"210010091","V","4","3","Weapon ","Dagger","15","39.0","0.0","0.0","0.0","0.0","89.0","0.0","","","","","No","1 ","1 ","5","210010091","V","4","3","Weapon ","Dagger","55","96.0","0.0","0.0","0.0","0.0","89.0","0.0","","","","","Yes","1 ","1 ","5"
"210010092","V","5","3","Weapon ","Dagger","20","46.0","0.0","0.0","0.0","0.0","89.0","0.0","","","","","No","1 ","1 ","5","210010092","V","5","3","Weapon ","Dagger","70","118.0","0.0","0.0","0.0","0.0","89.0","0.0","","","","","Yes","1 ","1 ","5"
"210010093","V","6","3","Weapon ","Dagger","25","54.0","0.0","0.0","0.0","0.0","89.0","0.0","","","","","No","1 ","1 ","5","210010093","V","6","3","Weapon ","Dagger","85","139.0","0.0","0.0","0.0","0.0","89.0","0.0","","","","","Yes","1 ","1 ","5"
"210010100","V","3","3","Weapon ","Dagger","10","31.0","0.0","3.0","0.0","0.0","89.0","3.0","","","","","No","1 ","1 ","5","210010100","V","3","3","Weapon ","Dagger","40","72.0","0.0","3.0","0.0","0.0","89.0","3.0","","","","","Yes","1 ","1 ","5"
"210010101","V","4","3","Weapon ","Dagger","15","38.0","0.0","3.0","0.0","0.0","89.0","3.0","","","","","No","1 ","1 ","5","210010101","V","4","3","Weapon ","Dagger","55","92.0","0.0","3.0","0.0","0.0","89.0","3.0","","","","","Yes","1 ","1 ","5"
"210010102","V","5","3","Weapon ","Dagger","20","44.0","0.0","3.0","0.0","0.0","89.0","3.0","","","","","No","1 ","1 ","5","210010102","V","5","3","Weapon ","Dagger","70","113.0","0.0","3.0","0.0","0.0","89.0","3.0","","","","","Yes","1 ","1 ","5"
"210010103","V","6","3","Weapon ","Dagger","25","51.0","0.0","3.0","0.0","0.0","89.0","3.0","","","","","No","1 ","1 ","5","210010103","V","6","3","Weapon ","Dagger","85","133.0","0.0","3.0","0.0","0.0","89.0","3.0","","","","","Yes","1 ","1 ","5"
"210010110","XII","3","3","Weapon ","Dagger","10","32.0","0.0","0.0","0.0","0.0","89.0","0.0","","","","","No","1 ","1 ","12","210010110","XII","3","3","Weapon ","Dagger","40","73.0","0.0","0.0","0.0","0.0","89.0","0.0","","","","","Yes","1 ","1 ","12"
"210010111","XII","4","3","Weapon ","Dagger","15","39.0","0.0","0.0","0.0","0.0","89.0","0.0","","","","","No","1 ","1 ","12","210010111","XII","4","3","Weapon ","Dagger","55","93.0","0.0","0.0","0.0","0.0","89.0","0.0","","","","","Yes","1 ","1 ","12"
"210010112","XII","5","3","Weapon ","Dagger","20","45.0","0.0","0.0","0.0","0.0","89.0","0.0","","","","","No","1 ","1 ","12","210010112","XII","5","3","Weapon ","Dagger","70","114.0","0.0","0.0","0.0","0.0","89.0","0.0","","","","","Yes","1 ","1 ","12"
"210010113","XII","6","3","Weapon ","Dagger","25","52.0","0.0","0.0","0.0","0.0","89.0","0.0","","","","","No","1 ","1 ","12","210010113","XII","6","3","Weapon ","Dagger","85","134.0","0.0","0.0","0.0","0.0","89.0","0.0","","","","","Yes","1 ","1 ","12"
"210010120","II","3","3","Weapon ","Dagger","10","34.0","0.0","0.0","0.0","0.0","89.0","0.0","","","","","No","1 ","1 ","2","210010120","II","3","3","Weapon ","Dagger","40","78.0","0.0","0.0","0.0","0.0","89.0","0.0","","","","","Yes","1 ","1 ","2"
"210010121","II","4","3","Weapon ","Dagger","15","41.0","0.0","0.0","0.0","0.0","89.0","0.0","","","","","No","1 ","1 ","2","210010121","II","4","3","Weapon ","Dagger","55","100.0","0.0","0.0","0.0","0.0","89.0","0.0","","","","","Yes","1 ","1 ","2"
"210010122","II","5","3","Weapon ","Dagger","20","48.0","0.0","0.0","0.0","0.0","89.0","0.0","","","","","No","1 ","1 ","2","210010122","II","5","3","Weapon ","Dagger","70","122.0","0.0","0.0","0.0","0.0","89.0","0.0","","","","","Yes","1 ","1 ","2"
"210010123","II","6","3","Weapon ","Dagger","25","56.0","0.0","0.0","0.0","0.0","89.0","0.0","","","","","No","1 ","1 ","2","210010123","II","6","3","Weapon ","Dagger","85","144.0","0.0","0.0","0.0","0.0","89.0","0.0","","","","","Yes","1 ","1 ","2"
"210010130","VI","3","3","Weapon ","Dagger","10","31.0","0.0","0.0","0.0","0.0","89.0","4.0","","","","","No","1 ","1 ","6","210010130","VI","3","3","Weapon ","Dagger","40","72.0","0.0","0.0","0.0","0.0","89.0","4.0","","","","","Yes","1 ","1 ","6"
"210010131","VI","4","3","Weapon ","Dagger","15","38.0","0.0","0.0","0.0","0.0","89.0","4.0","","","","","No","1 ","1 ","6","210010131","VI","4","3","Weapon ","Dagger","55","92.0","0.0","0.0","0.0","0.0","89.0","4.0","","","","","Yes","1 ","1 ","6"
"210010132","VI","5","3","Weapon ","Dagger","20","44.0","0.0","0.0","0.0","0.0","89.0","4.0","","","","","No","1 ","1 ","6","210010132","VI","5","3","Weapon ","Dagger","70","113.0","0.0","0.0","0.0","0.0","89.0","4.0","","","","","Yes","1 ","1 ","6"
"210010133","VI","6","3","Weapon ","Dagger","25","51.0","0.0","0.0","0.0","0.0","89.0","4.0","","","","","No","1 ","1 ","6","210010133","VI","6","3","Weapon ","Dagger","85","133.0","0.0","0.0","0.0","0.0","89.0","4.0","","","","","Yes","1 ","1 ","6"
"210010140","VI","3","3","Weapon ","Dagger","10","32.0","0.0","0.0","0.0","0.0","89.0","0.0","","","","","No","1 ","1 ","6","210010140","VI","3","3","Weapon ","Dagger","40","73.0","0.0","0.0","0.0","0.0","89.0","0.0","","","","","Yes","1 ","1 ","6"
"210010141","VI","4","3","Weapon ","Dagger","15","39.0","0.0","0.0","0.0","0.0","89.0","0.0","","","","","No","1 ","1 ","6","210010141","VI","4","3","Weapon ","Dagger","55","93.0","0.0","0.0","0.0","0.0","89.0","0.0","","","","","Yes","1 ","1 ","6"
"210010142","VI","5","3","Weapon ","Dagger","20","45.0","0.0","0.0","0.0","0.0","89.0","0.0","","","","","No","1 ","1 ","6","210010142","VI","5","3","Weapon ","Dagger","70","114.0","0.0","0.0","0.0","0.0","89.0","0.0","","","","","Yes","1 ","1 ","6"
"210010143","VI","6","3","Weapon ","Dagger","25","52.0","0.0","0.0","0.0","0.0","89.0","0.0","","","","","No","1 ","1 ","6","210010143","VI","6","3","Weapon ","Dagger","85","134.0","0.0","0.0","0.0","0.0","89.0","0.0","","","","","Yes","1 ","1 ","6"
"210010150","IV","3","3","Weapon ","Dagger","10","31.0","0.0","0.0","0.0","0.0","89.0","0.0","Chance to cause Silence","","","","No","1 ","1 ","4","210010150","IV","3","3","Weapon ","Dagger","40","72.0","0.0","0.0","0.0","0.0","89.0","0.0","Chance to cause Silence","","","","Yes","1 ","1 ","4"
"210010151","IV","4","3","Weapon ","Dagger","15","38.0","0.0","0.0","0.0","0.0","89.0","0.0","Chance to cause Silence","","","","No","1 ","1 ","4","210010151","IV","4","3","Weapon ","Dagger","55","92.0","0.0","0.0","0.0","0.0","89.0","0.0","Chance to cause Silence","","","","Yes","1 ","1 ","4"
"210010152","IV","5","3","Weapon ","Dagger","20","44.0","0.0","0.0","0.0","0.0","89.0","0.0","Chance to cause Silence","","","","No","1 ","1 ","4","210010152","IV","5","3","Weapon ","Dagger","70","113.0","0.0","0.0","0.0","0.0","89.0","0.0","Chance to cause Silence","","","","Yes","1 ","1 ","4"
"210010153","IV","6","3","Weapon ","Dagger","25","51.0","0.0","0.0","0.0","0.0","89.0","0.0","Chance to cause Silence","","","","No","1 ","1 ","4","210010153","IV","6","3","Weapon ","Dagger","85","133.0","0.0","0.0","0.0","0.0","89.0","0.0","Chance to cause Silence","","","","Yes","1 ","1 ","4"
"210010160","XII","4","4","Weapon ","Dagger","15","57.0","0.0","0.0","0.0","0.0","92.0","0.0","","","","","No","1 ","1 ","12","210010160","XII","4","4","Weapon ","Dagger","55","114.0","0.0","0.0","0.0","0.0","92.0","0.0","","","","","Yes","1 ","1 ","12"
"210010161","XII","5","4","Weapon ","Dagger","20","64.0","0.0","0.0","0.0","0.0","92.0","0.0","","","","","No","1 ","1 ","12","210010161","XII","5","4","Weapon ","Dagger","70","135.0","0.0","0.0","0.0","0.0","92.0","0.0","","","","","Yes","1 ","1 ","12"
"210010162","XII","6","4","Weapon ","Dagger","25","71.0","0.0","0.0","0.0","0.0","92.0","0.0","","","","","No","1 ","1 ","12","210010162","XII","6","4","Weapon ","Dagger","85","156.0","0.0","0.0","0.0","0.0","92.0","0.0","","","","","Yes","1 ","1 ","12"
"210010163","XII","7","4","Weapon ","Dagger","30","79.0","0.0","0.0","0.0","0.0","92.0","0.0","","","","","No","1 ","1 ","12","210010163","XII","7","4","Weapon ","Dagger","100","178.0","0.0","0.0","0.0","0.0","92.0","0.0","","","","","Yes","1 ","1 ","12"
"210010170","IX","4","4","Weapon ","Dagger","15","58.0","0.0","0.0","0.0","0.0","92.0","0.0","","","","","No","1 ","1 ","9","210010170","IX","4","4","Weapon ","Dagger","55","115.0","0.0","0.0","0.0","0.0","92.0","0.0","","","","","Yes","1 ","1 ","9"
"210010171","IX","5","4","Weapon ","Dagger","20","65.0","0.0","0.0","0.0","0.0","92.0","0.0","","","","","No","1 ","1 ","9","210010171","IX","5","4","Weapon ","Dagger","70","136.0","0.0","0.0","0.0","0.0","92.0","0.0","","","","","Yes","1 ","1 ","9"
"210010172","IX","6","4","Weapon ","Dagger","25","72.0","0.0","0.0","0.0","0.0","92.0","0.0","","","","","No","1 ","1 ","9","210010172","IX","6","4","Weapon ","Dagger","85","157.0","0.0","0.0","0.0","0.0","92.0","0.0","","","","","Yes","1 ","1 ","9"
"210010173","IX","7","4","Weapon ","Dagger","30","80.0","0.0","0.0","0.0","0.0","92.0","0.0","","","","","No","1 ","1 ","9","210010173","IX","7","4","Weapon ","Dagger","100","179.0","0.0","0.0","0.0","0.0","92.0","0.0","","","","","Yes","1 ","1 ","9"
"210010180","VI","5","5","Weapon ","Dagger","20","97.0","0.0","0.0","0.0","0.0","95.0","0.0","Chance to cause Instant KO","","","","No","1 ","1 ","6","210010180","VI","5","5","Weapon ","Dagger","70","173.0","0.0","0.0","0.0","0.0","95.0","0.0","Chance to cause Instant KO","","","","Yes","1 ","1 ","6"
"210010181","VI","6","5","Weapon ","Dagger","25","105.0","0.0","0.0","0.0","0.0","95.0","0.0","Chance to cause Instant KO","","","","No","1 ","1 ","6","210010181","VI","6","5","Weapon ","Dagger","85","196.0","0.0","0.0","0.0","0.0","95.0","0.0","Chance to cause Instant KO","","","","Yes","1 ","1 ","6"
"210010182","VI","7","5","Weapon ","Dagger","30","112.0","0.0","0.0","0.0","0.0","95.0","0.0","Chance to cause Instant KO","","","","No","1 ","1 ","6","210010182","VI","7","5","Weapon ","Dagger","100","219.0","0.0","0.0","0.0","0.0","95.0","0.0","Chance to cause Instant KO","","","","Yes","1 ","1 ","6"
"210010183","VI","8","5","Weapon ","Dagger","35","120.0","0.0","0.0","0.0","0.0","95.0","0.0","Chance to cause Instant KO","","","","No","1 ","1 ","6","210010183","VI","8","5","Weapon ","Dagger","115","241.0","0.0","0.0","0.0","0.0","95.0","0.0","Chance to cause Instant KO","","","","Yes","1 ","1 ","6"
"210010190","VI","4","4","Weapon ","Dagger","15","58.0","0.0","0.0","0.0","0.0","92.0","5.0","","","","","No","1 ","1 ","6","210010190","VI","4","4","Weapon ","Dagger","55","115.0","0.0","0.0","0.0","0.0","92.0","5.0","","","","","Yes","1 ","1 ","6"
"210010191","VI","5","4","Weapon ","Dagger","20","65.0","0.0","0.0","0.0","0.0","92.0","5.0","","","","","No","1 ","1 ","6","210010191","VI","5","4","Weapon ","Dagger","70","136.0","0.0","0.0","0.0","0.0","92.0","5.0","","","","","Yes","1 ","1 ","6"
"210010192","VI","6","4","Weapon ","Dagger","25","72.0","0.0","0.0","0.0","0.0","92.0","5.0","","","","","No","1 ","1 ","6","210010192","VI","6","4","Weapon ","Dagger","85","157.0","0.0","0.0","0.0","0.0","92.0","5.0","","","","","Yes","1 ","1 ","6"
"210010193","VI","7","4","Weapon ","Dagger","30","80.0","0.0","0.0","0.0","0.0","92.0","5.0","","","","","No","1 ","1 ","6","210010193","VI","7","4","Weapon ","Dagger","100","179.0","0.0","0.0","0.0","0.0","92.0","5.0","","","","","Yes","1 ","1 ","6"
"210010200","VI","4","4","Weapon ","Dagger","15","57.0","0.0","0.0","0.0","0.0","92.0","5.0","","","","","No","1 ","1 ","6","210010200","VI","4","4","Weapon ","Dagger","55","114.0","0.0","0.0","0.0","0.0","92.0","5.0","","","","","Yes","1 ","1 ","6"
"210010201","VI","5","4","Weapon ","Dagger","20","64.0","0.0","0.0","0.0","0.0","92.0","5.0","","","","","No","1 ","1 ","6","210010201","VI","5","4","Weapon ","Dagger","70","135.0","0.0","0.0","0.0","0.0","92.0","5.0","","","","","Yes","1 ","1 ","6"
"210010202","VI","6","4","Weapon ","Dagger","25","71.0","0.0","0.0","0.0","0.0","92.0","5.0","","","","","No","1 ","1 ","6","210010202","VI","6","4","Weapon ","Dagger","85","156.0","0.0","0.0","0.0","0.0","92.0","5.0","","","","","Yes","1 ","1 ","6"
"210010203","VI","7","4","Weapon ","Dagger","30","79.0","0.0","0.0","0.0","0.0","92.0","5.0","","","","","No","1 ","1 ","6","210010203","VI","7","4","Weapon ","Dagger","100","178.0","0.0","0.0","0.0","0.0","92.0","5.0","","","","","Yes","1 ","1 ","6"
"210010210","XII","5","5","Weapon ","Dagger","20","98.0","0.0","0.0","0.0","0.0","95.0","0.0","","","","","No","1 ","1 ","12","210010210","XII","5","5","Weapon ","Dagger","70","174.0","0.0","0.0","0.0","0.0","95.0","0.0","","","","","Yes","1 ","1 ","12"
"210010211","XII","6","5","Weapon ","Dagger","25","106.0","0.0","0.0","0.0","0.0","95.0","0.0","","","","","No","1 ","1 ","12","210010211","XII","6","5","Weapon ","Dagger","85","197.0","0.0","0.0","0.0","0.0","95.0","0.0","","","","","Yes","1 ","1 ","12"
"210010212","XII","7","5","Weapon ","Dagger","30","113.0","0.0","0.0","0.0","0.0","95.0","0.0","","","","","No","1 ","1 ","12","210010212","XII","7","5","Weapon ","Dagger","100","220.0","0.0","0.0","0.0","0.0","95.0","0.0","","","","","Yes","1 ","1 ","12"
"210010213","XII","8","5","Weapon ","Dagger","35","121.0","0.0","0.0","0.0","0.0","95.0","0.0","","","","","No","1 ","1 ","12","210010213","XII","8","5","Weapon ","Dagger","115","242.0","0.0","0.0","0.0","0.0","95.0","0.0","","","","","Yes","1 ","1 ","12"
"210010220","XII","2","2","Weapon ","Dagger","5","18.0","0.0","0.0","0.0","0.0","86.0","0.0","","","","","No","1 ","1 ","12","210010220","XII","2","2","Weapon ","Dagger","25","49.0","0.0","0.0","0.0","0.0","86.0","0.0","","","","","Yes","1 ","1 ","12"
"210010221","XII","3","2","Weapon ","Dagger","10","26.0","0.0","0.0","0.0","0.0","86.0","0.0","","","","","No","1 ","1 ","12","210010221","XII","3","2","Weapon ","Dagger","40","73.0","0.0","0.0","0.0","0.0","86.0","0.0","","","","","Yes","1 ","1 ","12"
"210010222","XII","4","2","Weapon ","Dagger","15","33.0","0.0","0.0","0.0","0.0","86.0","0.0","","","","","No","1 ","1 ","12","210010222","XII","4","2","Weapon ","Dagger","55","96.0","0.0","0.0","0.0","0.0","86.0","0.0","","","","","Yes","1 ","1 ","12"
"210010223","XII","5","2","Weapon ","Dagger","20","41.0","0.0","0.0","0.0","0.0","86.0","0.0","","","","","No","1 ","1 ","12","210010223","XII","5","2","Weapon ","Dagger","70","120.0","0.0","0.0","0.0","0.0","86.0","0.0","","","","","Yes","1 ","1 ","12"
"210010240","XII","1","1","Weapon ","Dagger","3","4","0","0","0","0","83","0","","","","","No","1 ","1 ","12","210010240","XII","1","1","Weapon ","Dagger","18","4","0","0","0","0","83","0","","","","","Yes","1 ","1 ","12"
"210010241","XII","2","1","Weapon ","Dagger","5","12.0","0.0","0.0","0.0","0.0","83.0","0.0","","","","","No","1 ","1 ","12","210010241","XII","2","1","Weapon ","Dagger","25","47.0","0.0","0.0","0.0","0.0","83.0","0.0","","","","","Yes","1 ","1 ","12"
"210010242","XII","3","1","Weapon ","Dagger","10","20.0","0.0","0.0","0.0","0.0","83.0","0.0","","","","","No","1 ","1 ","12","210010242","XII","3","1","Weapon ","Dagger","40","74.0","0.0","0.0","0.0","0.0","83.0","0.0","","","","","Yes","1 ","1 ","12"
"210010243","XII","4","1","Weapon ","Dagger","15","29.0","0.0","0.0","0.0","0.0","83.0","0.0","","","","","No","1 ","1 ","12","210010243","XII","4","1","Weapon ","Dagger","55","100.0","0.0","0.0","0.0","0.0","83.0","0.0","","","","","Yes","1 ","1 ","12"
